"1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","Country","Country ID"
,,,,,,,,,,,,-0.9181437941,-1.0212087044,-0.9252424792,-0.8918646072,-0.8729096446,-0.9180443733,-0.835294072,-0.6847310014,-0.6571699621,-0.6077337442,-0.6385408109,-0.4972194116,"Laos","aslao"
,,,,,,0.1151700076,0.1031675974,0.2069856579,0.4254373847,0.3622447548,0.3815146753,0.279080544,0.3254770203,0.2445137512,0.3822831137,0.3770265633,0.3836381767,0.3807572957,0.3719143553,0.2905749743,0.3081734756,0.2292253249,0.2879353851,"Lebanon","aslbn"
-1.1723692524,-1.1495365541,-1.6901435921,-1.1794989211,-1.0689740217,-1.0380601181,-0.8861403109,-0.771088978,-0.8085935208,-0.9469194618,-1.2081813228,-1.2994224163,-1.2312577909,-1.2252898174,-1.5495786685,-1.7903723167,-1.809261053,-1.3681626364,-1.470281619,-1.2675413123,-1.52862474,-1.5063192697,-1.2899440781,-1.18947434,"Libya","aflby"
0.1324057051,0.1150753353,0.160081571,0.1105968004,0.0292294678,0.062800969,0.0788384451,0.2083318289,0.326614737,0.5046017764,0.5600373325,0.5356921937,0.4581423285,0.5886689921,0.6701286166,0.7483834389,0.7608653642,0.7637002918,0.7696787561,0.7778870952,0.8487148271,0.8420118482,0.8772446655,0.9283804058,"Lithuania","eultu"
,,,,,,,,,,,,,,,-0.8076146389,-0.8408985245,-0.7329542896,-0.9150574575,-0.9551042414,-0.957864021,-1.057849408,-1.1292714175,-0.9980243142,"Madagascar","afmdg"
,,,,,,,,,,,,,,,-1.065254743,,,,,,,,,"Malawi","afmwi"
-0.203392243,-0.0787600935,0.1781780045,0.350800079,0.3515605576,0.3769369453,0.5103777931,0.5552070573,0.6682547642,0.7196229349,0.7384871141,0.8927646527,0.9951200404,1.1507789635,1.1109580771,1.0499941966,0.99507798,0.930359247,1.0772465868,1.1189241886,1.0626484545,1.103879793,1.0884639793,1.0896751835,"Malaysia","asmys"
,,,,,,,,,,-1.0337706778,,,-1.2223337158,-1.1074601209,-1.3189287986,-1.3528628817,-1.8153976715,-1.3064325204,-1.0269709696,-1.0697189378,-1.1419261085,-1.2659186513,-1.663023358,"Mali","afmli"
,,,,,,,,,-1.6300001073,-1.8893530622,-1.8330533193,-1.7606938132,-1.2435829811,-1.4992265742,-1.5438360465,-1.7111485552,-1.7182028102,-1.4770050909,-1.4950726209,-1.3990387696,-1.3840258998,-1.4877759977,-1.4394210692,"Mauritania","afmrt"
0.208011091,0.3788209279,0.4896242893,0.5442768069,0.6345563126,0.6407031226,0.7398735074,0.7641030484,0.8004535153,0.8353789051,0.9150096192,0.8937432815,0.891679809,1.0429489144,1.0104889558,1.0363475631,1.027322568,1.0566725982,1.016461042,1.048900047,1.0525011474,0.9838050743,0.9698133554,0.9943443757,"Mexico","namex"
,,,,,,,,,0.0922672867,0.1448785772,0.1494132586,0.0678113814,-0.0012621336,-0.0534007987,0.0344788806,0.0231033858,-0.0124654359,-0.1377937329,-0.2058371891,-0.1402009736,-0.1866362535,-0.2207195218,-0.1303777739,"Moldova","eumda"
,,,,,,,,,-0.9380105271,-0.9491022928,-0.919889007,-0.9316464775,-1.1726804792,-1.1017858242,-1.0346378449,-1.1564243805,-1.3022814715,-1.2707413735,-1.3407922866,-1.2672814983,-1.1480293434,-1.3481577056,-1.1769435864,"Mongolia","asmng"
-1.1163209748,-1.0454364999,-0.8732947968,-0.9139101231,-0.8740716086,-0.8535503665,-0.8413029514,-0.7961163294,-0.6097397354,-0.4866836648,-0.445253422,-0.4227792393,-0.478073652,-0.4766720056,-0.4882785107,-0.5084966964,-0.462797906,-0.4601105617,-0.472515379,-0.555369645,-0.5166678053,-0.5191592363,-0.5518030348,-0.4427688678,"Morocco","afmar"
,,,,,,-0.9190152665,-1.0610183358,-1.016383195,-1.0507180728,-1.0890428202,-1.0572064459,-1.2502364672,-1.2137958384,-1.2769520263,-1.0007875333,-0.9390752605,-0.8789742926,-0.9699034184,-1.1849722817,-1.2623887667,-1.1926593018,-1.1152931068,-1.1550150593,"Mozambique","afmoz"
,,,,-0.3797857902,-0.3166551815,-0.4574406363,-0.5586994033,-0.4732292725,-0.505357698,-0.4954724249,-0.488560245,-0.5535107534,-0.5974759832,-0.4340760562,-0.3772479521,-0.3411201405,-0.4247348843,-0.6599227775,-0.7205698818,-0.5294938504,-0.5490508566,-0.6113129414,-0.6735577441,"Namibia","afnam"
1.086283657,1.0565736421,1.0060121309,1.0630336971,1.007448102,0.99537789,1.0036453106,0.9776069798,0.9477119721,0.9998390306,1.0200381234,0.9887033979,1.0268974588,1.0623058721,1.0588134423,1.0629553535,1.0708966967,1.0543732519,1.0516933218,1.0770171462,1.0329273202,1.0127493258,0.9790116629,0.9883545923,"Netherlands","eunld"
0.6081368819,0.5308060493,0.487816272,0.5073695103,0.4381978503,0.4404035718,0.4597131282,0.4791743372,0.4519302503,0.4049039187,0.3662333525,0.3329990352,0.2738959662,0.2573719732,0.2665364634,0.3306391537,0.3733288698,0.2880912968,0.248179619,0.2218988964,0.252394926,0.2474752928,0.1585697106,0.2416067884,"New Zealand","ocnzl"
,,,,,,,,-0.8701805048,-0.7108889617,-0.6787875645,-0.6770048367,-0.8188037641,-0.9256128345,-0.8384135943,-0.8041242267,-0.6391805752,-0.7149027389,-0.7380287066,-0.8061905004,-0.7525979805,-0.7220119874,-0.8099154636,-0.7624270038,"Nicaragua","nanic"
,,,,,,,,,,,,,,,-1.2174675754,-1.1211859968,-1.2141602929,,-1.1247677603,-1.070663363,-1.090018076,-1.3347749045,-1.2776193605,"Niger","afner"
-1.9610634038,-1.9735875133,-2.1729581715,-1.989857253,-1.6609130292,-1.639876581,-2.0038616155,-2.21292331,-2.2292074711,-2.0778098337,-1.9685022834,-2.0875470828,-1.919158322,-1.920735393,-1.7748592321,-1.6679344796,-1.6383729513,-1.4690144931,-1.2030846688,-1.5452353893,-1.7305357359,-1.5492418305,-1.5648787624,-1.4600768952,"Nigeria","afnga"
,,,,,,,,,0.8186832345,0.7832993724,0.7681488068,0.8177940618,0.628395881,0.3826307323,-0.0216832072,-0.0841647709,-0.1576873188,-0.2432462837,-0.2640647164,-0.218674834,,,,"North Korea","asprk"
-0.161436958,,-0.0594453137,,,,-0.2346754379,-0.2159580404,-0.1751622244,-0.0725488494,-0.036467138,0.0024190391,-0.0469984601,-0.1146791711,-0.0678778117,0.0626049339,0.1412514682,0.0969860913,0.0707587829,0.0400291609,0.1152378498,0.158661841,0.21183915,0.2728338946,"North Macedonia","eumkd"
0.9977590694,0.8884247537,0.7998884883,0.8402498522,0.6966513745,0.7762220026,0.8889706098,0.8896229063,0.8645957085,0.7010932804,0.6814217419,0.6270430392,0.6444250047,0.5948068399,0.6645913107,0.8348506264,0.7136665684,0.6257400167,0.7137616901,0.6956392404,0.6146264667,0.6070828621,0.5454312926,0.6000203762,"Norway","eunor"
-1.0764843124,-1.0285857676,-0.9376559486,-0.6465403936,-0.5301185702,-0.7375789409,-0.7011217553,-0.7587472702,-0.6968630627,-0.4773540405,-0.5851302084,-0.652414786,-0.5058542344,-0.4739930543,-0.456934669,-0.3990770665,-0.3850821591,-0.3537120925,-0.3659151094,-0.3380386469,-0.3820131776,-0.274197572,-0.238188221,-0.1425326384,"Oman","asomn"
-1.4172265089,-1.2437822955,-1.0257378817,-1.0201160746,-1.0046305405,-0.9143052432,-0.8810826978,-0.7928544889,-0.6425448432,-0.4441655916,-0.267220543,-0.2958187445,-0.3668518271,-0.5623180528,-0.5987374285,-0.5310619255,-0.499906597,-0.4926611612,-0.4727616155,-0.4947500972,-0.507732505,-0.548908687,-0.5358741919,-0.4517200105,"Pakistan","aspak"
-0.4124075956,-0.2884075802,-0.11902775,-0.1381007341,-0.2002781508,-0.1947250567,-0.1361542899,-0.1637458483,-0.0167189151,0.1736546701,0.3509486321,0.4342454081,0.4494423605,0.746175603,0.7361175755,0.7071904398,0.649409615,0.6447870133,0.584902422,0.6043980841,0.6451825594,0.5462162433,0.4807581028,0.4173726253,"Panama","napan"
,-1.6607331929,-1.5771965715,-1.7129123667,-1.7782031917,-1.8619695465,-1.9786666418,-1.6612523901,-1.761426244,-1.973522938,-1.8947768534,-1.8857905924,-1.8585597784,-1.7815135839,-1.8356977778,-1.7892869358,-1.5796109761,-1.685639834,-1.6632223877,-1.7909580664,-1.8197093458,-1.580780823,-1.5989268498,-1.559936287,"Papua New Guinea","ocpng"
,,-0.2523256046,-0.4552909505,-0.5851164897,-0.6258660515,-0.5503013792,-0.5611437312,-0.564828498,-0.4444183528,-0.3892166797,-0.4916443122,-0.5630975794,-0.5707019776,-0.5528260255,-0.4440636324,-0.2960241482,-0.4578458388,-0.3908535821,-0.4164446888,-0.3670357207,-0.3577866169,-0.3394648154,-0.2871642813,"Paraguay","sapry"
-0.6822782773,-0.6266978548,-0.5778486945,-0.6759497332,-0.753733927,-0.7569709004,-0.8282400343,-0.7250090527,-0.6961277987,-0.5115681176,-0.4316701831,-0.4816725345,-0.6146940457,-0.5917432025,-0.481623323,-0.444773356,-0.4270698369,-0.5346532083,-0.5906515604,-0.6105893634,-0.6228711867,-0.6485068029,-0.7836626402,-0.7317531621,"Peru","saper"
-0.9275588085,-0.7904221243,-0.4706313388,-0.3928667377,-0.2216702267,-0.1360389409,-0.1442806163,-0.1391730344,-0.030119555,0.2082765824,0.2670230443,0.2274289347,0.2925933546,0.3970587621,0.4295639531,0.457538701,0.4917451602,0.450677146,0.4594412762,0.6838740925,0.6681370625,0.6884396245,0.6507794443,0.6726925964,"Philippines","asphl"
0.5203303224,0.5975557558,0.6300082896,0.7102515677,0.7330749019,0.7055530423,0.7636734614,0.7491150251,0.8003694302,0.8589697006,0.8758689047,0.8746199088,0.8367722877,0.936698869,0.9494269608,0.9516520754,0.9479283692,1.0026452011,1.0471655314,1.0569094432,1.0881918415,1.0473004422,1.0351162062,0.9688341686,"Poland","eupol"
-0.0669185781,0.0900838846,0.2267507985,0.2959515797,0.3391613974,0.3237286324,0.4292193519,0.4196453798,0.467909728,0.5829717258,0.5939265635,0.5808430365,0.5286996991,0.5521406062,0.5697613056,0.6216142004,0.6619256084,0.6331483879,0.6548635942,0.6136564809,0.6338362462,0.6402368731,0.6045819461,0.6362692647,"Portugal","euprt"
-1.5216922707,-1.3707803902,-1.264737821,-1.0677363668,-0.7926219521,-0.8037926574,-0.2685819519,-0.2692247874,-0.2429888007,-0.1705119615,-0.3042887955,-0.3990781352,-0.654701741,-0.481354579,-0.4697017548,-0.3658575167,-0.40260807,-0.2742682334,-0.3374989364,-0.4014812982,-0.5060973192,-0.2191502764,-0.0648232716,-0.0863659774,"Qatar","asqat"
,,-1.5326957223,-1.4114708067,-1.366685244,-1.2602109745,-1.5807703125,-1.5110614667,-1.6070073884,-1.7947291242,-1.6781546363,-1.6067317943,-1.5134870979,-1.5675137096,-1.3728344583,-1.3364798048,-1.2600362561,-1.2143201043,-0.9419379169,-0.5935953568,-0.6731420212,-1.091643377,-1.0693226084,-1.2068357097,"Republic of the Congo","afcog"
0.108828101,0.1355189057,0.1839066201,0.1968891267,0.1775521322,0.2234681761,0.2262090155,0.3056176874,0.4324384793,0.6552490368,0.77558625,0.8161431451,0.8042727683,0.7538599495,0.6565004126,0.7722352504,0.8381469071,0.922101434,0.9242242892,1.003759571,1.0592323772,1.0589758697,1.1005789621,1.1611558464,"Romania","eurou"
0.9183779821,0.7585593364,0.8498524295,0.8054030828,0.7625247508,0.8239762868,0.7280157572,0.6700053988,0.6472714934,0.5623427541,0.4226432523,0.3368016036,0.2812642065,0.2935978181,0.3234763657,0.3243312528,0.2774206827,0.1748694768,0.1607781602,0.191481651,0.1714507489,0.2055739143,0.1753797742,0.1964970195,"Russia","eurus"
-0.1884756619,-0.4801620286,-0.1685241768,0.0720606322,0.0203980915,-0.043951203,-0.0493472776,-0.0416996456,0.0157205849,0.0485938933,-0.0156147919,-0.1907452505,0.0367155813,0.2407277985,0.1458159679,0.26647067,0.2384847203,0.3985883836,0.3934850875,0.5380343643,0.5118820457,0.6106016961,0.6070236497,0.7880110336,"Saudi Arabia","assau"
,,,,,,,,,-0.1827931028,-0.2737827878,-0.3888041246,-0.5065679674,-0.4983870489,-0.48369836,-0.4766853536,-0.3963872403,-0.4711108367,-0.5111282454,-0.5472779575,-0.6112808741,-0.7134254755,-0.8020224649,-0.6293061906,"Senegal","afsen"
,,,,,,,,0.4059969054,0.5242648667,0.5646905349,0.4747921806,0.447076377,0.4184087021,0.4551122648,0.5546514363,0.6032340247,0.5777231115,0.5263917491,0.5411025402,0.6080565096,0.6539203948,0.5996239121,0.6637189844,"Serbia","eusrb"
,,,,,,,,,,,,,,,,-1.1077772452,,,,,,,,"Sierra Leone","afsle"
0.7980918513,0.9260694578,1.0889711214,1.2849591436,1.2897988582,1.3040464386,1.508644547,1.5856465208,1.4491004279,1.4197000152,1.5370543864,1.6046954454,1.7753125844,1.8590098966,1.9070716952,1.7627357082,1.6544486493,1.7803806875,1.7488678165,1.8764062166,1.8122180129,1.8233020545,1.9047569879,1.7806608597,"Singapore","assgp"
0.9520776326,0.9851234338,0.9430278163,1.013800149,0.9970714825,0.9782165394,1.0377377297,1.0753635605,1.0815777665,1.1084440919,1.1202027628,1.1714033246,1.1638683686,1.1688460171,1.1280457897,1.1719474404,1.1702431841,1.1646211608,1.091184457,1.1253677008,1.1703650704,1.1863003673,1.2009009633,1.2494568712,"Slovakia","eusvk"
0.9751598361,1.0359881501,1.1067056462,1.1837375176,1.2755844547,1.3579078692,1.4347761354,1.4264576015,1.4347407956,1.4210059022,1.4449143995,1.4526124554,1.5133200358,1.5556268695,1.4979133376,1.5382328031,1.5490902014,1.5273340149,1.5070101326,1.5453923524,1.5650435918,1.5628188054,1.6083787493,1.5887623771,"Slovenia","eusvn"
0.5909458079,0.4565385703,0.3612923871,0.2794501611,0.2468355158,0.3074985343,0.2438529784,0.2710118193,0.301161892,0.239219424,0.213561185,0.1811938558,0.1343890633,0.1541478461,0.2222844775,0.2382984097,0.2440080418,0.129214068,0.0507429833,-0.0490756535,-0.003501247,0.0470120737,0.0006723296,-0.033931566,"South Africa","afzaf"
0.4742302154,0.480390083,0.659890338,0.7987228962,0.9156318361,0.9888854593,1.1263484717,1.2258884852,1.4365906322,1.3675104886,1.4658799784,1.5220963365,1.603550037,1.6051924831,1.701733277,1.7183303366,1.7647444906,1.8000155934,1.8102408343,1.8198147942,1.8970655764,2.0354806217,2.1186619719,2.0042974524,"South Korea","askor"
,,,,,,,,,,,,,,,,-2.1427945261,-2.3118797373,-2.2341369295,-2.1733035692,-2.2152470854,-2.2611032722,,,"South Sudan","afssd"
0.8190402102,0.8252118621,0.8752776921,0.9160969893,0.9052505363,0.8770804034,0.8954244313,0.8292205161,0.8393976697,0.8850453673,0.8594988669,0.8505149028,0.8109786498,0.8372807306,0.7999730991,0.8493333127,0.8467189864,0.8262735431,0.7602614981,0.7493258251,0.7506727042,0.7383123125,0.702034508,0.7752053578,"Spain","euesp"
-1.2896901692,-1.1064197652,-0.865763147,-0.7656063206,-0.7335296326,-0.6996677889,-0.7264817239,-0.6289631966,-0.5901171924,-0.3837120439,-0.2699370043,-0.2803653649,-0.4453600115,-0.3268223823,-0.3882642044,-0.3121609912,-0.2631858703,-0.3213254052,-0.2812685908,-0.3339501518,-0.2432387442,-0.296479264,-0.3402875824,-0.2766627521,"Sri Lanka","aslka"
,,,-1.4807632785,-1.4312756399,-1.5582150995,-1.4443554562,-1.9074356094,-1.8391158563,-1.9559850832,-1.8332403889,-2.0415623373,-1.915929604,-2.1331638641,-1.9070368816,-1.6604197569,-1.3807804082,-1.4782264181,-1.3866463255,-1.5174068195,-1.421253562,-1.4491365031,-1.5144147209,-1.4145955199,"Sudan","afsdn"
1.822801369,1.7645532856,1.7506282343,1.8664826053,1.8570110451,1.8522902306,1.9207106826,1.8556414334,1.7363754462,1.6026295901,1.6116982101,1.6279582913,1.6582852278,1.6539361177,1.6547951921,1.703325533,1.705004743,1.656691187,1.5726337989,1.5958794702,1.5854763553,1.5558900565,1.5935548665,1.4813031203,"Sweden","euswe"
1.8333633237,1.7832770673,1.8114779024,1.9476478576,2.0065136961,2.0071866851,1.9883673948,1.9792626655,1.8860725332,1.7658183424,1.7580496196,1.7883509091,1.9204259638,2.0729773774,2.1402411272,2.1388868823,2.0827898616,2.1075507854,2.0960525297,2.0830830439,2.0830975654,2.0704632525,2.0966919199,2.0651455591,"Switzerland","euche"
-1.4201767398,-1.1934586469,-1.1912140167,-1.0911225312,-1.1141443547,-1.0048480257,-0.9468737575,-0.6464313869,-0.6105618104,-0.4126299594,-0.3092620761,-0.2769153709,-0.3187914911,-0.4324909256,-0.3777626909,-0.3677015114,-0.0421888995,,,,,,,,"Syria","assyr"
,,,,,,,,,,,,,,,,,,,,,,,-0.7623544735,"Tajikistan","astjk"
,,,,,,-1.29498366,-1.2355572377,-1.0830586915,-0.8349889551,-0.713617331,-0.6998239879,-0.739633366,-0.8987670544,-0.7596665493,-0.7124292022,-0.7439874146,-0.8438244894,-0.8408306366,-0.8835932067,-0.3957307954,-0.4766885057,-0.5244597477,-1.0367928725,"Tanzania","aftza"
-0.4993535037,-0.2763267301,-0.0149373019,0.1379295714,0.1356045186,0.1909767616,0.333073295,0.3714582404,0.4624703528,0.6000046342,0.7001564724,0.7472543708,0.7813780473,0.8419893431,0.9122377965,0.9416304122,0.9670206151,0.9918829964,0.9754731497,0.9980448501,0.9759334238,1.0090579085,0.9664630466,0.9666254052,"Thailand","astha"
,,,,,,,,,,,-0.5193731018,-0.6522058924,-0.7245709353,-0.7950851974,-0.6659171238,-0.5706580341,-0.6382045868,-0.5018792343,-0.7589566254,-0.7950060792,-0.6729976444,-0.7783743894,-0.8235454337,"Togo","aftgo"
-1.1051722111,-1.0784853313,-0.7335848318,-0.5277788492,-0.4761748545,-0.4467578143,-0.4253367147,-0.3663188548,-0.2407202436,-0.004574362,0.055079494,0.0694398021,0.1655122783,0.2230027478,0.1380435192,0.1857646147,0.2299289403,0.2727617874,0.2679574334,0.2706096223,0.2828722779,0.2830178329,0.1585116239,0.2950146698,"Tunisia","aftun"
-0.2193707417,-0.1447892888,-0.0408019216,-0.005769246,-0.0260339727,-0.0787279254,-0.0476906209,0.0927177392,0.2340799845,0.4132804604,0.481166399,0.496992028,0.4490177048,0.4401909294,0.4596876637,0.5084703736,0.5344963322,0.5049815131,0.5269261093,0.5590662867,0.5947123158,0.5712075588,0.6099307473,0.6457857897,"Turkey","astur"
,,,-1.0514787473,-0.8868128357,-1.2015642828,-1.2566298261,-1.2863496655,-1.2024651238,-1.0208485861,-1.0095274692,-0.9940887407,-0.8788893174,-1.0274966621,-1.4892938157,-1.6881801551,-1.2018354428,-1.0862787525,-0.905655146,-1.187917675,-1.1246664279,-1.1015285916,-0.828205306,-0.8165531901,"Turkmenistan","astkm"
,,,,,,,,,,-0.4223942055,-0.5610740963,-0.4640710662,-0.5348330308,-0.4835463304,-0.3849232777,-0.3064290046,-0.4515396343,-0.4135425075,-0.6022111251,-0.6766642479,-0.6921953224,-0.8953227042,-0.974287872,"Uganda","afuga"
0.7811843026,0.6503708934,0.603856333,0.6422129245,0.6774268271,0.6972264294,0.6177997398,0.6190143366,0.5623008436,0.5206351806,0.4883003073,0.4670263698,0.3986851795,0.4537060011,0.4434407072,0.5453110145,0.518332156,0.4481226131,0.3214065569,0.2599436351,0.3107319129,0.2812331513,0.3198967492,0.3352950887,"Ukraine","euukr"
-0.9356012265,-0.7480110555,-0.7321131452,-0.3842062521,-0.4907711119,-0.3875668972,-0.2021496451,-0.2330108704,-0.0146684406,-0.0193053853,-0.165801855,-0.230801857,-0.2188682609,-0.0297887655,-0.0140102053,0.0670131289,0.1157786134,0.1411941191,0.0909029559,0.0744043613,0.0278218734,0.1087946755,0.0729255371,0.0925332525,"United Arab Emirates","asare"
1.76207929,1.7445804322,1.7362468056,1.7800864453,1.7519606968,1.7282194379,1.7664684222,1.7317873313,1.6404687526,1.5459085464,1.5909712218,1.6265583387,1.6785598685,1.6845510278,1.6653532132,1.6222400695,1.5500104798,1.5824536873,1.5065756423,1.5857999909,1.5484968056,1.5663287211,1.5601895539,1.5448653053,"United Kingdom","eugbr"
1.6449939152,1.6282022509,1.5851337335,1.6335749203,1.6293751546,1.6122195991,1.6555740236,1.6376891844,1.5456392032,1.4518603001,1.4296483955,1.4419519096,1.5392838429,1.5207889696,1.5376245924,1.4848302066,1.496173523,1.4999115334,1.506317168,1.4900825026,1.4177261718,1.4435218013,1.4619399962,1.4450656411,"United States","nausa"
0.3818413534,0.3684742025,0.2838837815,0.2251280417,0.1546734813,0.110487383,0.1582867206,0.127064349,0.128992009,0.2018398735,0.2228422311,0.2188174693,0.2349184559,0.2646032286,0.1605699697,0.245030288,0.2466725007,0.1673922001,0.2241764124,0.2104307645,0.1194367291,0.1336748205,-0.0615017231,0.1264206462,"Uruguay","saury"
-0.3646012563,-0.412903767,-0.5742749335,-0.5878823215,-0.5860006503,-0.5800417709,-0.7163576938,-0.5810182748,-0.5473952105,-0.4558371163,-0.3797493199,-0.5505046822,-0.5664158571,-0.6422695498,-0.6294965852,-0.5888239451,-0.4581233741,-0.4139510657,-0.4746378917,-0.3676648574,-0.4180730179,-0.4814967263,-0.5546357471,-0.3927511743,"Uzbekistan","asuzb"
0.0184561301,0.0663860803,-0.0147659799,0.0181180675,0.0594149757,-0.0755454357,-0.0222012792,0.0074062657,-0.1753296675,-0.2173542531,-0.5072431505,-0.6017380479,-0.6179857926,-0.7335574338,-0.840904063,-0.5026046599,-0.8035656929,-0.6544528354,-0.8867229238,-0.980193975,-1.0748284399,-0.9390852594,-0.9268625003,-0.9136027969,"Venezuela","saven"
-1.30081455,-1.1444475937,-0.8713423996,-0.8661590672,-0.8376510623,-0.7116943303,-0.5684107778,-0.551940816,-0.3639711183,-0.170751982,-0.0483652445,-0.0626734999,-0.0279630753,0.035413011,0.0835258744,0.0923939304,0.1240104332,0.0345964133,0.1012486065,0.0676990297,0.0947790105,0.0992668042,0.1599534458,0.2035695631,"Vietnam","asvnm"
,,-1.7730986466,-1.4330785015,-1.4946307788,-1.707761603,-1.6355055927,-1.3344186876,-1.4532157128,-1.3281502998,-1.258365174,-1.0402741694,-1.0885205875,-1.0609215057,-1.1555485061,-1.1720760702,-0.8713282148,-0.8173412862,-0.9323578507,-1.1970856758,-1.2514485423,-1.3209150271,-1.3003954917,-1.2332521376,"Yemen","asyem"
,,,,,,-1.0156177943,-0.9459953267,-0.9387550412,-0.735755561,-0.7091285059,-0.7574858576,-0.8493185199,-1.136348607,-0.6121783324,-0.4398827255,-0.3200204562,-0.4138628666,-0.562946441,-0.620374442,-0.6291865792,-0.5569264391,-0.624777935,-0.6849201988,"Zambia","afzmb"
-0.3315168559,-0.2594437643,-0.2975237803,-0.4452555466,-0.6342699059,-0.6066375435,-0.3925052491,-0.3766915372,-0.3661722787,-0.4164581338,-0.2825424374,-0.3757455261,-0.4957200142,-0.9517319956,-0.9609149193,-0.9214836216,-0.8558569053,-0.7942028628,-0.8470958307,-0.8345944351,-0.9414450562,-0.9344599564,-0.9965574711,-0.9041465662,"Zimbabwe","afzwe"